t,S,Analytic,QNN$_7$,QNN$_4$,R-QNN$^{(2)}_4$,R-QNN$^{(3)}_4$
1.0,85.02501389660922,45.025013896609224,45.091373,44.00949,45.638775,45.624397
1.0,85.11395219566425,45.113952195664254,45.186333,44.101685,45.72718,45.713043
1.0,85.2028904947193,45.2028904947193,45.28125,44.193886,45.81553,45.80162
1.0,85.29182879377433,45.29182879377433,45.376137,44.286102,45.9038,45.89012
1.0,85.38076709282936,45.38076709282936,45.471016,44.37832,45.99203,45.978615
1.0,85.46970539188439,45.46970539188439,45.565857,44.470562,46.080208,46.06702
1.0,85.55864369093942,45.55864369093942,45.660675,44.56282,46.168304,46.1554
1.0,85.64758198999445,45.64758198999445,45.755463,44.655087,46.25636,46.243706
1.0,85.73652028904948,45.73652028904948,45.85022,44.747368,46.34435,46.331963
1.0,85.82545858810451,45.82545858810451,45.944965,44.839664,46.43229,46.42019
1.0,85.91439688715954,45.91439688715954,46.03965,44.93195,46.52015,46.508335
1.0,86.00333518621457,46.00333518621457,46.134327,45.024277,46.60796,46.59644
1.0,86.0922734852696,46.0922734852696,46.228977,45.116608,46.695724,46.684486
1.0,86.18121178432463,46.18121178432463,46.323586,45.208954,46.783443,46.77251
1.0,86.27015008337966,46.27015008337966,46.418182,45.301308,46.871086,46.860455
1.0,86.35908838243469,46.35908838243469,46.51275,45.393654,46.958687,46.948368
1.0,86.44802668148972,46.44802668148972,46.60727,45.486042,47.046215,47.03622
1.0,86.53696498054475,46.53696498054475,46.701763,45.57842,47.133698,47.124012
1.0,86.62590327959978,46.62590327959978,46.796227,45.670826,47.221115,47.211765
1.0,86.71484157865481,46.71484157865481,46.890663,45.763252,47.3085,47.29948
1.0,86.80377987770984,46.80377987770984,46.98507,45.85566,47.39582,47.387142
1.0,86.89271817676487,46.89271817676487,47.079445,45.948097,47.483093,47.474747
1.0,86.9816564758199,46.981656475819904,47.173794,46.04053,47.5703,47.5623
1.0,87.07059477487493,47.070594774874934,47.268112,46.133007,47.657467,47.649826
1.0,87.15953307392996,47.159533073929964,47.36238,46.225452,47.744568,47.73729
1.0,87.248471372985,47.248471372984994,47.456627,46.31793,47.831635,47.824707
1.0,87.33740967204002,47.337409672040025,47.550846,46.410408,47.91863,47.91208
1.0,87.42634797109505,47.426347971095055,47.64503,46.502888,48.00558,47.99941
1.0,87.51528627015009,47.515286270150085,47.73919,46.595406,48.0925,48.08668
1.0,87.60422456920512,47.604224569205115,47.833305,46.68792,48.179348,48.173916
1.0,87.69316286826015,47.693162868260146,47.9274,46.780422,48.266144,48.261116
1.0,87.78210116731518,47.782101167315176,48.021442,46.87295,48.35291,48.348248
1.0,87.8710394663702,47.871039466370206,48.115463,46.965477,48.43961,48.43535
1.0,87.95997776542524,47.959977765425236,48.20945,47.058025,48.526257,48.522408
1.0,88.04891606448027,48.04891606448027,48.30341,47.15058,48.612865,48.609425
1.0,88.1378543635353,48.1378543635353,48.397327,47.24315,48.69942,48.696384
1.0,88.22679266259033,48.22679266259033,48.49121,47.33571,48.785946,48.78331
1.0,88.31573096164536,48.31573096164536,48.58506,47.42829,48.872406,48.870193
1.0,88.40466926070039,48.40466926070039,48.67887,47.520863,48.958813,48.957016
1.0,88.49360755975542,48.49360755975542,48.772663,47.613472,49.04519,49.04381
1.0,88.58254585881045,48.58254585881045,48.86641,47.706078,49.131516,49.130577
1.0,88.67148415786548,48.67148415786548,48.96012,47.79868,49.2178,49.217278
1.0,88.76042245692051,48.76042245692051,49.053802,47.89129,49.30404,49.30395
1.0,88.84936075597554,48.84936075597554,49.14744,47.983917,49.390232,49.390587
1.0,88.93829905503057,48.93829905503057,49.241047,48.07654,49.476383,49.47718
1.0,89.0272373540856,49.0272373540856,49.33462,48.169167,49.562485,49.56372
1.0,89.11617565314064,49.116175653140644,49.42815,48.26181,49.648533,49.650223
1.0,89.20511395219567,49.205113952195674,49.521652,48.354446,49.734554,49.736706
1.0,89.2940522512507,49.294052251250704,49.615116,48.447124,49.820534,49.82313
1.0,89.38299055030573,49.382990550305735,49.70854,48.53978,49.906464,49.909515
1.0,89.47192884936076,49.471928849360765,49.80194,48.63243,49.99236,49.995865
1.0,89.5608671484158,49.560867148415795,49.895298,48.725113,50.078217,50.0822
1.0,89.64980544747083,49.649805447470825,49.988598,48.81777,50.164,50.168465
1.0,89.73874374652586,49.738743746525856,50.081882,48.91047,50.249783,50.2547
1.0,89.82768204558089,49.827682045580886,50.175133,49.003155,50.33552,50.340908
1.0,89.91662034463592,49.916620344635916,50.26834,49.095848,50.421215,50.427074
1.0,90.00555864369095,50.00555864369095,50.361507,49.188557,50.506855,50.513206
1.0,90.09449694274598,50.09449694274598,50.454643,49.28125,50.592472,50.599293
1.0,90.183435241801,50.18343524180101,50.54775,49.37397,50.678047,50.68536
1.0,90.27237354085604,50.27237354085604,50.640785,49.466675,50.763573,50.771378
1.0,90.36131183991107,50.36131183991107,50.733814,49.5594,50.849087,50.857357
1.0,90.4502501389661,50.4502501389661,50.82679,49.65211,50.93454,50.943317
1.0,90.53918843802113,50.53918843802113,50.91974,49.74483,51.019974,51.029243
1.0,90.62812673707616,50.62812673707616,51.01265,49.837563,51.105377,51.115116
1.0,90.71706503613119,50.71706503613119,51.105515,49.930305,51.19073,51.20098
1.0,90.80600333518622,50.80600333518622,51.198338,50.023033,51.27606,51.286808
1.0,90.89494163424125,50.89494163424125,51.29113,50.11577,51.36132,51.372585
1.0,90.98387993329628,50.98387993329628,51.38387,50.2085,51.44657,51.458332
1.0,91.07281823235131,51.07281823235131,51.476593,50.301254,51.531803,51.544056
1.0,91.16175653140634,51.16175653140634,51.569267,50.394012,51.616985,51.62975
1.0,91.25069483046137,51.25069483046137,51.661903,50.48675,51.702145,51.715424
1.0,91.3396331295164,51.3396331295164,51.754498,50.579525,51.787273,51.801056
1.0,91.42857142857143,51.42857142857143,51.84706,50.67227,51.872356,51.886646
1.0,91.51750972762646,51.51750972762646,51.939575,50.76502,51.957413,51.972206
1.0,91.60644802668149,51.60644802668149,52.032047,50.85778,52.042446,52.057755
1.0,91.69538632573652,51.69538632573652,52.124485,50.95055,52.127438,52.143257
1.0,91.78432462479155,51.78432462479155,52.216892,51.04332,52.212406,52.228745
1.0,91.87326292384658,51.87326292384658,52.309258,51.13607,52.29735,52.31419
1.0,91.96220122290161,51.96220122290161,52.40158,51.228844,52.382256,52.399635
1.0,92.05113952195664,52.05113952195664,52.493855,51.32163,52.467155,52.485027
1.0,92.14007782101167,52.14007782101167,52.586086,51.414383,52.551994,52.570393
1.0,92.2290161200667,52.2290161200667,52.67829,51.507153,52.63681,52.65573
1.0,92.31795441912173,52.31795441912173,52.77046,51.599922,52.721615,52.74106
1.0,92.40689271817676,52.40689271817676,52.862576,51.692715,52.80638,52.826347
1.0,92.4958310172318,52.495831017231794,52.95466,51.7855,52.891125,52.91162
1.0,92.58476931628682,52.584769316286824,53.0467,51.878273,52.975864,52.996857
1.0,92.67370761534185,52.673707615341854,53.1387,51.97106,53.060547,53.08207
1.0,92.76264591439688,52.762645914396884,53.23066,52.063816,53.145218,53.167255
1.0,92.85158421345191,52.851584213451915,53.32258,52.156593,53.229866,53.252426
1.0,92.94052251250694,52.940522512506945,53.414455,52.249382,53.314484,53.337566
1.0,93.02946081156198,53.029460811561975,53.506294,52.34217,53.399082,53.42268
1.0,93.11839911061702,53.11839911061702,53.598103,52.434944,53.483658,53.50778
1.0,93.20733740967205,53.20733740967205,53.689854,52.527714,53.56822,53.59285
1.0,93.29627570872708,53.29627570872708,53.781574,52.6205,53.652737,53.677902
1.0,93.38521400778211,53.38521400778211,53.87324,52.713272,53.737244,53.76292
1.0,93.47415230683714,53.47415230683714,53.964878,52.806053,53.821735,53.847935
1.0,93.56309060589217,53.56309060589217,54.056477,52.898838,53.906204,53.932922
1.0,93.6520289049472,53.6520289049472,54.148026,52.991604,53.99064,54.017887
1.0,93.74096720400223,53.74096720400223,54.239544,53.084377,54.07507,54.102833
1.0,93.82990550305726,53.82990550305726,54.331017,53.177166,54.159492,54.18776
1.0,93.91884380211229,53.91884380211229,54.42246,53.269943,54.24388,54.272667
1.0,94.00778210116732,54.00778210116732,54.513832,53.362713,54.32824,54.357536
1.0,94.09672040022235,54.09672040022235,54.60518,53.45548,54.412598,54.442406
1.0,94.18565869927738,54.18565869927738,54.696495,53.548256,54.496937,54.52725
1.0,94.27459699833241,54.27459699833241,54.78776,53.641033,54.58125,54.61208
1.0,94.36353529738744,54.36353529738744,54.87899,53.7338,54.665546,54.69689
1.0,94.45247359644247,54.45247359644247,54.970177,53.826565,54.749836,54.78169
1.0,94.5414118954975,54.541411895497504,55.061314,53.919327,54.8341,54.866467
1.0,94.63035019455253,54.630350194552534,55.152412,54.01208,54.91835,54.951225
1.0,94.71928849360756,54.719288493607564,55.243473,54.104828,55.002598,55.035965
1.0,94.8082267926626,54.808226792662595,55.334503,54.197586,55.086815,55.120693
1.0,94.89716509171762,54.897165091717625,55.425484,54.29034,55.17103,55.205406
1.0,94.98610339077266,54.986103390772655,55.516426,54.38309,55.255234,55.29011
1.0,95.07504168982769,55.075041689827685,55.60732,54.475838,55.33941,55.374786
1.0,95.16397998888272,55.163979988882716,55.69817,54.56859,55.42358,55.45946
1.0,95.25291828793775,55.252918287937746,55.788975,54.661327,55.50773,55.544113
1.0,95.34185658699278,55.341856586992776,55.879753,54.754078,55.591885,55.628746
1.0,95.4307948860478,55.430794886047806,55.97049,54.8468,55.676014,55.713375
1.0,95.51973318510284,55.51973318510284,56.06118,54.939533,55.760147,55.79799
1.0,95.60867148415787,55.60867148415787,56.15183,55.032265,55.844257,55.882587
1.0,95.6976097832129,55.6976097832129,56.242443,55.12499,55.928356,55.96718
1.0,95.78654808226793,55.78654808226793,56.33301,55.21772,56.01246,56.05176
1.0,95.87548638132296,55.87548638132296,56.423527,55.310436,56.096535,56.13631
1.0,95.96442468037799,55.96442468037799,56.51401,55.403145,56.18061,56.220867
1.0,96.05336297943302,56.05336297943302,56.60446,55.495857,56.26469,56.305416
1.0,96.14230127848805,56.14230127848805,56.694855,55.588554,56.348743,56.389942
1.0,96.23123957754308,56.23123957754308,56.78523,55.681267,56.432793,56.47447
1.0,96.32017787659811,56.32017787659811,56.875546,55.773952,56.516838,56.558975
1.0,96.40911617565314,56.40911617565314,56.965828,55.866657,56.60088,56.643486
1.0,96.49805447470817,56.49805447470817,57.05606,55.959328,56.684906,56.727974
1.0,96.5869927737632,56.5869927737632,57.14626,56.05203,56.76894,56.812447
1.0,96.67593107281823,56.67593107281823,57.236412,56.144703,56.852962,56.89694
1.0,96.76486937187326,56.76486937187326,57.326538,56.23738,56.936977,56.981407
1.0,96.85380767092829,56.85380767092829,57.41661,56.330048,57.02099,57.06587
1.0,96.94274596998332,56.94274596998332,57.50664,56.422707,57.105003,57.150322
1.0,97.03168426903837,57.031684269038365,57.59664,56.51537,57.18901,57.234776
1.0,97.1206225680934,57.120622568093395,57.686592,56.608013,57.272995,57.319206
1.0,97.20956086714843,57.209560867148426,57.7765,56.700672,57.357002,57.403637
1.0,97.29849916620346,57.298499166203456,57.86637,56.793324,57.440998,57.488068
1.0,97.38743746525849,57.387437465258486,57.956207,56.885952,57.524994,57.5725
1.0,97.47637576431352,57.47637576431352,58.045994,56.978592,57.60898,57.656918
1.0,97.56531406336855,57.56531406336855,58.135746,57.071217,57.69298,57.741333
1.0,97.65425236242358,57.65425236242358,58.22546,57.163834,57.77697,57.82574
1.0,97.74319066147861,57.74319066147861,58.31512,57.25643,57.860954,57.91014
1.0,97.83212896053364,57.83212896053364,58.40475,57.349026,57.944935,57.994537
1.0,97.92106725958867,57.92106725958867,58.494347,57.441643,58.02893,58.07893
1.0,98.0100055586437,58.0100055586437,58.583897,57.53424,58.112926,58.16334
1.0,98.09894385769873,58.09894385769873,58.6734,57.62683,58.196926,58.247726
1.0,98.18788215675376,58.18788215675376,58.76288,57.71943,58.280922,58.332115
1.0,98.27682045580879,58.27682045580879,58.852303,57.812004,58.364914,58.416508
1.0,98.36575875486382,58.36575875486382,58.941677,57.904568,58.448902,58.500893
1.0,98.45469705391885,58.45469705391885,59.031033,57.997128,58.5329,58.585278
1.0,98.54363535297388,58.54363535297388,59.120346,58.089695,58.61691,58.669662
1.0,98.63257365202891,58.63257365202891,59.209618,58.182243,58.700916,58.754032
1.0,98.72151195108394,58.72151195108394,59.29885,58.274776,58.78493,58.838425
1.0,98.81045025013897,58.81045025013897,59.38804,58.367325,58.868946,58.922802
1.0,98.899388549194,58.899388549194,59.477196,58.459846,58.952972,59.007195
1.0,98.98832684824903,58.98832684824903,59.56629,58.552353,59.036987,59.091564
1.0,99.07726514730406,59.07726514730406,59.655373,58.644867,59.12102,59.17594
1.0,99.16620344635909,59.16620344635909,59.744404,58.737366,59.20506,59.260338
1.0,99.25514174541412,59.25514174541412,59.8334,58.829876,59.28911,59.34473
1.0,99.34408004446915,59.34408004446915,59.92235,58.92237,59.37316,59.429115
1.0,99.43301834352418,59.43301834352418,60.01128,59.01484,59.45721,59.513504
1.0,99.52195664257921,59.52195664257921,60.100155,59.107323,59.54129,59.597897
1.0,99.61089494163424,59.61089494163424,60.188988,59.19978,59.625347,59.682278
1.0,99.69983324068927,59.69983324068927,60.27779,59.29223,59.70943,59.76669
1.0,99.7887715397443,59.7887715397443,60.366554,59.384686,59.793518,59.85109
1.0,99.87770983879933,59.87770983879933,60.45528,59.477135,59.877613,59.935497
1.0,99.96664813785436,59.966648137854364,60.54397,59.56957,59.96172,60.019913
1.0,100.0555864369094,60.055586436909394,60.632618,59.661987,60.045834,60.10433
1.0,100.14452473596442,60.144524735964424,60.72123,59.754414,60.129963,60.188747
1.0,100.23346303501945,60.233463035019454,60.809795,59.846806,60.214096,60.273163
1.0,100.32240133407448,60.322401334074485,60.89833,59.939194,60.29824,60.357597
1.0,100.41133963312951,60.411339633129515,60.986828,60.031605,60.382397,60.44204
1.0,100.50027793218455,60.500277932184545,61.075287,60.123978,60.466576,60.52648
1.0,100.58921623123958,60.589216231239575,61.163704,60.21634,60.55075,60.610928
1.0,100.6781545302946,60.678154530294606,61.252094,60.308716,60.634945,60.695385
1.0,100.76709282934964,60.767092829349636,61.340443,60.401066,60.719147,60.779842
1.0,100.85603112840467,60.856031128404666,61.42875,60.4934,60.80336,60.864307
1.0,100.9449694274597,60.9449694274597,61.51702,60.58573,60.8876,60.948784
1.0,101.03390772651474,61.03390772651474,61.605267,60.67806,60.971832,61.033268
1.0,101.12284602556977,61.12284602556977,61.693455,60.77038,61.056103,61.11777
1.0,101.2117843246248,61.2117843246248,61.781624,60.862694,61.14037,61.202263
1.0,101.30072262367983,61.30072262367983,61.86976,60.955006,61.224644,61.28677
1.0,101.38966092273486,61.38966092273486,61.957844,61.047276,61.308952,61.3713
1.0,101.47859922178989,61.47859922178989,62.045887,61.13955,61.39326,61.45582
1.0,101.56753752084492,61.56753752084492,62.133915,61.231815,61.477592,61.54035
1.0,101.65647581989995,61.65647581989995,62.221893,61.324085,61.561935,61.624905
1.0,101.74541411895498,61.74541411895498,62.309845,61.41634,61.646305,61.70946
1.0,101.83435241801001,61.83435241801001,62.39776,61.50857,61.73068,61.794033
1.0,101.92329071706504,61.92329071706504,62.485634,61.600796,61.815067,61.878613
1.0,102.01222901612007,62.012229016120074,62.57348,61.69302,61.899483,61.963196
1.0,102.1011673151751,62.101167315175104,62.661278,61.785233,61.983902,62.047794
1.0,102.19010561423013,62.190105614230134,62.749043,61.87744,62.068348,62.13241
1.0,102.27904391328516,62.279043913285165,62.836784,61.96961,62.15281,62.21703
1.0,102.3679822123402,62.367982212340195,62.924496,62.061806,62.237297,62.30166
1.0,102.45692051139523,62.456920511395225,63.012154,62.15397,62.321785,62.386314
1.0,102.54585881045026,62.545858810450255,63.099796,62.24612,62.40631,62.470978
1.0,102.63479710950529,62.634797109505286,63.18739,62.338276,62.49084,62.55565
1.0,102.72373540856032,62.723735408560316,63.27494,62.430386,62.5754,62.640327
1.0,102.81267370761535,62.812673707615346,63.36248,62.522507,62.65997,62.72503
1.0,102.90161200667038,62.901612006670376,63.44998,62.614635,62.744564,62.80975
1.0,102.9905503057254,62.99055030572541,63.53744,62.70675,62.82918,62.89447
1.0,103.07948860478044,63.07948860478044,63.624878,62.79884,62.913815,62.97921
1.0,103.16842690383547,63.16842690383547,63.712273,62.890903,62.99847,63.06397
1.0,103.2573652028905,63.2573652028905,63.79964,62.98297,63.083145,63.148746
1.0,103.34630350194553,63.34630350194553,63.88696,63.075016,63.167843,63.23352
1.0,103.43524180100056,63.43524180100056,63.97427,63.167084,63.252556,63.31832
1.0,103.52418010005559,63.52418010005559,64.06153,63.25912,63.337296,63.40315
1.0,103.61311839911062,63.61311839911062,64.148766,63.351128,63.422062,63.48797
1.0,103.70205669816565,63.70205669816565,64.23598,63.443134,63.50685,63.57283
1.0,103.79099499722068,63.79099499722068,64.32314,63.535156,63.591663,63.657696
1.0,103.87993329627571,63.87993329627571,64.41027,63.627132,63.676476,63.74257
1.0,103.96887159533074,63.96887159533074,64.49738,63.719116,63.761333,63.827465
1.0,104.05780989438577,64.05780989438577,64.58446,63.81108,63.846222,63.91238
1.0,104.1467481934408,64.1467481934408,64.67151,63.903023,63.931107,63.99731
1.0,104.23568649249583,64.23568649249583,64.758514,63.994995,64.016045,64.08227
1.0,104.32462479155086,64.32462479155086,64.845505,64.08692,64.10098,64.16723
1.0,104.41356309060589,64.41356309060589,64.93245,64.17884,64.18597,64.25221
1.0,104.50250138966092,64.50250138966092,65.01936,64.270744,64.270935,64.33721
1.0,104.59143968871595,64.59143968871595,65.106255,64.36264,64.35598,64.42223
1.0,104.68037798777098,64.68037798777098,65.193115,64.45451,64.44101,64.50727
1.0,104.76931628682601,64.76931628682601,65.279945,64.546364,64.526085,64.59233
1.0,104.85825458588104,64.85825458588104,65.36675,64.638245,64.61119,64.677414
1.0,104.94719288493609,64.94719288493609,65.45352,64.73008,64.696304,64.762505
1.0,105.03613118399112,65.03613118399112,65.540276,64.82192,64.78146,64.84762
1.0,105.12506948304615,65.12506948304615,65.626976,64.913734,64.86663,64.93275
1.0,105.21400778210118,65.21400778210118,65.71366,65.00553,64.951836,65.017914
1.0,105.30294608115621,65.30294608115621,65.80031,65.097336,65.03706,65.10308
1.0,105.39188438021124,65.39188438021124,65.88695,65.18912,65.12231,65.18828
1.0,105.48082267926627,65.48082267926627,65.97354,65.280876,65.2076,65.273506
1.0,105.5697609783213,65.5697609783213,66.06011,65.37265,65.2929,65.358734
1.0,105.65869927737633,65.65869927737633,66.14666,65.4644,65.378235,65.44401
1.0,105.74763757643136,65.74763757643136,66.23317,65.55612,65.46359,65.52927
1.0,105.83657587548639,65.83657587548639,66.31965,65.647835,65.54899,65.61458
1.0,105.92551417454142,65.92551417454142,66.40612,65.73955,65.63441,65.6999
1.0,106.01445247359645,66.01445247359645,66.49255,65.83126,65.71986,65.78524
1.0,106.10339077265148,66.10339077265148,66.578964,65.92294,65.80533,65.87061
1.0,106.19232907170651,66.19232907170651,66.665344,66.01461,65.89084,65.956
1.0,106.28126737076154,66.28126737076154,66.75169,66.106255,65.97637,66.04141
1.0,106.37020566981657,66.37020566981657,66.83801,66.19791,66.061935,66.12683
1.0,106.4591439688716,66.4591439688716,66.924324,66.28952,66.14752,66.2123
1.0,106.54808226792663,66.54808226792663,67.010605,66.38114,66.23315,66.297775
1.0,106.63702056698166,66.63702056698166,67.09685,66.472755,66.3188,66.383286
1.0,106.72595886603669,66.72595886603669,67.18308,66.56432,66.40448,66.4688
1.0,106.81489716509172,66.81489716509172,67.26928,66.655914,66.49019,66.554344
1.0,106.90383546414675,66.90383546414675,67.35545,66.747475,66.57594,66.63994
1.0,106.99277376320178,66.99277376320178,67.44159,66.839005,66.66169,66.725525
1.0,107.08171206225681,67.08171206225681,67.52773,66.93056,66.74749,66.811134
1.0,107.17065036131184,67.17065036131184,67.61382,67.02208,66.83333,66.89679
1.0,107.25958866036687,67.25958866036687,67.699905,67.11359,66.9192,66.98246
1.0,107.3485269594219,67.3485269594219,67.78596,67.205086,67.00509,67.06815
1.0,107.43746525847693,67.43746525847693,67.871994,67.29657,67.09102,67.15388
1.0,107.52640355753196,67.52640355753196,67.958,67.38803,67.17696,67.239624
1.0,107.615341856587,67.615341856587,68.04398,67.479485,67.262955,67.32538
1.0,107.70428015564202,67.70428015564202,68.12994,67.57092,67.348976,67.41118
1.0,107.79321845469705,67.79321845469705,68.21588,67.66236,67.435036,67.496994
1.0,107.88215675375208,67.88215675375208,68.301796,67.75376,67.52112,67.58285
1.0,107.97109505280712,67.97109505280712,68.387695,67.84518,67.60722,67.66872
1.0,108.06003335186215,68.06003335186215,68.473564,67.93655,67.69338,67.754616
1.0,108.14897165091718,68.14897165091718,68.559425,68.027916,67.77956,67.84053
1.0,108.2379099499722,68.2379099499722,68.64525,68.11928,67.86577,67.92648
1.0,108.32684824902724,68.32684824902724,68.73106,68.210625,67.95201,68.01246
1.0,108.41578654808227,68.41578654808227,68.81684,68.30195,68.03831,68.098465
1.0,108.5047248471373,68.5047248471373,68.90261,68.39326,68.1246,68.184494
1.0,108.59366314619233,68.59366314619233,68.98835,68.484566,68.210945,68.27056
1.0,108.68260144524736,68.68260144524736,69.07409,68.57585,68.297325,68.356636
1.0,108.77153974430239,68.77153974430239,69.159805,68.66712,68.383736,68.44274
1.0,108.86047804335742,68.86047804335742,69.245476,68.75838,68.470184,68.528885
1.0,108.94941634241246,68.94941634241246,69.33115,68.84961,68.556656,68.61504
1.0,109.03835464146749,69.03835464146749,69.416794,68.940865,68.64317,68.70124
1.0,109.12729294052252,69.12729294052252,69.502426,69.032074,68.72972,68.78746
1.0,109.21623123957755,69.21623123957755,69.588036,69.12328,68.81629,68.87372
1.0,109.30516953863258,69.30516953863258,69.67364,69.21447,68.902916,68.95999
1.0,109.39410783768761,69.39410783768761,69.7592,69.305626,68.989555,69.046295
1.0,109.48304613674264,69.48304613674264,69.84475,69.3968,69.07624,69.13262
1.0,109.57198443579767,69.57198443579767,69.9303,69.48794,69.16295,69.218994
1.0,109.6609227348527,69.6609227348527,70.015816,69.57906,69.24971,69.30538
1.0,109.74986103390773,69.74986103390773,70.10132,69.67019,69.336494,69.39179
1.0,109.83879933296276,69.83879933296276,70.18681,69.76128,69.4233,69.47825
1.0,109.9277376320178,69.9277376320178,70.272285,69.85237,69.51018,69.56471
1.0,110.01667593107283,70.01667593107283,70.357735,69.94346,69.59705,69.65123
1.0,110.10561423012786,70.10561423012786,70.44317,70.034515,69.683975,69.73776
1.0,110.19455252918289,70.19455252918289,70.52858,70.12554,69.77093,69.82432
1.0,110.28349082823792,70.28349082823792,70.614,70.216576,69.857925,69.91092
1.0,110.37242912729295,70.37242912729295,70.69939,70.307594,69.94496,69.99754
1.0,110.46136742634798,70.46136742634798,70.78477,70.39859,70.032036,70.08419
1.0,110.550305725403,70.550305725403,70.870125,70.489586,70.11913,70.17088
1.0,110.63924402445804,70.63924402445804,70.95546,70.580574,70.20625,70.2576
1.0,110.72818232351307,70.72818232351307,71.040794,70.671486,70.29343,70.34432
1.0,110.8171206225681,70.8171206225681,71.126114,70.76246,70.38063,70.4311
1.0,110.90605892162313,70.90605892162313,71.21142,70.853355,70.46787,70.5179
1.0,110.99499722067816,70.99499722067816,71.2967,70.944275,70.55517,70.60474
1.0,111.08393551973319,71.08393551973319,71.38198,71.03518,70.64246,70.691605
1.0,111.17287381878822,71.17287381878822,71.46724,71.126045,70.72982,70.778496
1.0,111.26181211784325,71.26181211784325,71.5525,71.21692,70.81721,70.86543
1.0,111.35075041689828,71.35075041689828,71.63772,71.307755,70.904625,70.95238
1.0,111.43968871595331,71.43968871595331,71.72295,71.3986,70.99209,71.03936
1.0,111.52862701500834,71.52862701500834,71.80816,71.48942,71.07958,71.12638
1.0,111.61756531406337,71.61756531406337,71.89337,71.58022,71.167114,71.21343
1.0,111.7065036131184,71.7065036131184,71.97856,71.67105,71.254684,71.30051
1.0,111.79544191217343,71.79544191217343,72.06374,71.7618,71.34228,71.38762
1.0,111.88438021122846,71.88438021122846,72.148895,71.85257,71.42993,71.47476
1.0,111.97331851028349,71.97331851028349,72.234055,71.94332,71.51759,71.56193
1.0,112.06225680933852,72.06225680933852,72.3192,72.03404,71.6053,71.64913
1.0,112.15119510839355,72.15119510839355,72.404335,72.12476,71.693054,71.736374
1.0,112.24013340744858,72.24013340744858,72.489456,72.215454,71.78084,71.82363
1.0,112.32907170650361,72.32907170650361,72.57458,72.306145,71.86865,71.910934
1.0,112.41801000555864,72.41801000555864,72.65968,72.39683,71.956505,71.99826
1.0,112.50694830461367,72.50694830461367,72.74478,72.48748,72.044395,72.08563
1.0,112.5958866036687,72.5958866036687,72.829865,72.57811,72.13233,72.17301
1.0,112.68482490272373,72.68482490272373,72.91495,72.66874,72.22029,72.26043
1.0,112.77376320177876,72.77376320177876,73.000015,72.75935,72.30831,72.3479
1.0,112.86270150083381,72.86270150083381,73.08508,72.84997,72.39634,72.43539
1.0,112.95163979988884,72.95163979988884,73.170135,72.94054,72.48443,72.52291
1.0,113.04057809894387,73.04057809894387,73.25519,73.03111,72.57255,72.610466
1.0,113.1295163979989,73.1295163979989,73.34023,73.12166,72.66069,72.69805
1.0,113.21845469705393,73.21845469705393,73.425255,73.21219,72.74887,72.78566
1.0,113.30739299610896,73.30739299610896,73.51028,73.30271,72.83709,72.873314
1.0,113.39633129516399,73.39633129516399,73.59529,73.3932,72.92536,72.961
1.0,113.48526959421902,73.48526959421902,73.68031,73.48372,73.013664,73.048706
1.0,113.57420789327405,73.57420789327405,73.76532,73.57418,73.102,73.13645
1.0,113.66314619232908,73.66314619232908,73.85033,73.66465,73.19036,73.22424
1.0,113.75208449138411,73.75208449138411,73.93532,73.7551,73.27876,73.31206
1.0,113.84102279043914,73.84102279043914,74.0203,73.84551,73.3672,73.399895
1.0,113.92996108949417,73.92996108949417,74.10529,73.935936,73.45568,73.48777
1.0,114.0188993885492,74.0188993885492,74.190285,74.026344,73.5442,73.57568
1.0,114.10783768760423,74.10783768760423,74.275246,74.11673,73.632744,73.66363
1.0,114.19677598665926,74.19677598665926,74.36023,74.207115,73.72134,73.751595
1.0,114.28571428571429,74.28571428571429,74.4452,74.29746,73.80996,73.83961
1.0,114.37465258476932,74.37465258476932,74.53017,74.38782,73.898636,73.92765
1.0,114.46359088382435,74.46359088382435,74.61512,74.478096,73.98731,74.01572
1.0,114.55252918287938,74.55252918287938,74.70008,74.56843,74.07607,74.10382
1.0,114.64146748193441,74.64146748193441,74.785034,74.65872,74.16484,74.19197
1.0,114.73040578098944,74.73040578098944,74.86999,74.749,74.25365,74.280136
1.0,114.81934408004447,74.81934408004447,74.95493,74.839264,74.3425,74.36834
1.0,114.9082823790995,74.9082823790995,75.039894,74.929504,74.43137,74.45657
1.0,114.99722067815453,74.99722067815453,75.12483,75.01977,74.5203,74.54486
1.0,115.08615897720956,75.08615897720956,75.209785,75.10998,74.60925,74.633156
1.0,115.1750972762646,75.1750972762646,75.29472,75.20017,74.69825,74.72149
1.0,115.26403557531962,75.26403557531962,75.37967,75.29036,74.78727,74.80987
1.0,115.35297387437465,75.35297387437465,75.464615,75.38052,74.87632,74.89828
1.0,115.44191217342969,75.44191217342969,75.54955,75.47069,74.96543,74.98671
1.0,115.53085047248472,75.53085047248472,75.6345,75.560844,75.05456,75.07518
1.0,115.61978877153975,75.61978877153975,75.71944,75.65096,75.14374,75.16368
1.0,115.70872707059478,75.70872707059478,75.80439,75.741066,75.23294,75.25221
1.0,115.7976653696498,75.7976653696498,75.88933,75.83118,75.32218,75.340775
1.0,115.88660366870484,75.88660366870484,75.97427,75.92125,75.41148,75.42938
